,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
2223,2223.0,Castiva Cooling,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied stop using common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied stop,using common,side effects,may include,pain burning
2224,2224.0,Castiva Warming,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs liver problems like dark urine feeling tired hungry upset stomach stomach pain light ,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2225,2225.0,Choline Magnesium Trisalicylate,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat irritation trolamine cream lotion used redness side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2226,2226.0,Cidaflex,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat irritation asper flex trolamine cream lotion used redness asper flex side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2227,2227.0,diclofenac / menthol,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad burning burning go away side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2228,2228.0,DicloPR,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2229,2229.0,DicloStream,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied stop using common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied stop,using common,side effects,may include,pain burning
2230,2230.0,Durolane,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2231,2231.0,Eucalyptamint,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied hp hp stop using hp common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied hp,hp stop,using hp,common side,effects may
2232,2232.0,Exocaine Plus,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2233,2233.0,famotidine / ibuprofen,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2234,2234.0,fenoprofen,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied castiva warming castiva warming stop using castiva warming common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied castiva,warming castiva,warming stop,using castiva,warming common
2235,2235.0,Fenortho,difficult breathing swelling face lips tongue throat choline magnesium trisalicylate stop using choline magnesium trisalicylate,difficult breathing,swelling face,lips tongue,throat choline,magnesium trisalicylate,stop using,choline magnesium,trisalicylate,,,,,,,
2236,2236.0,Fenovar,difficult breathing swelling face lips tongue throat although side effects known thought possibly safe taken years stop using call healthcare provider : irregular heartbeats swelling legs,difficult breathing,swelling face,lips tongue,throat although,side effects,known thought,possibly safe,taken years,stop using,call healthcare,provider :,irregular heartbeats,swelling legs,,
2237,2237.0,flurbiprofen,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech feeling short breath also serious side effects may likely older adults,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech feeling,short breath,also serious,side effects,may likely,older adults,,,
2238,2238.0,Gelsyn-3,nan,nan,,,,,,,,,,,,,,
2239,2239.0,Glucoten,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech feeling short breath also serious side effects may likely older adults,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech feeling,short breath,also serious,side effects,may likely,older adults,,,
2240,2240.0,Gordogesic,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2241,2241.0,Heet Triple Action,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2242,2242.0,Hyalgan,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2243,2243.0,hylan g-f 20,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech leg swelling feeling short breath stop using side effects may likely older adults people severe kidney disease,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech leg,swelling feeling,short breath,stop using,side effects,may likely,older adults,people severe,kidney disease
2244,2244.0,Hymovis,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech swelling legs feeling short breath stop using,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech swelling,legs feeling,short breath,stop using,,,,,
2245,2245.0,meclofenamate,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs bleeding like throwing coughing blood vomit looks like coffee grounds blood urine bla,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2246,2246.0,Menthac Arthritis Cream with Capsaicin,nan,nan,,,,,,,,,,,,,,
2247,2247.0,Mentholatum Deep Heating,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech feeling short breath stop using,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech feeling,short breath,stop using,,,,,,
2248,2248.0,methyl salicylate,difficult breathing swelling face lips tongue throat gelsyn,difficult breathing,swelling face,lips tongue,throat gelsyn,,,,,,,,,,,
2249,2249.0,Monovisc,difficult breathing swelling face lips tongue throat although side effects known thought possibly safe taken years stop using call healthcare provider : irregular heartbeats swelling legs,difficult breathing,swelling face,lips tongue,throat although,side effects,known thought,possibly safe,taken years,stop using,call healthcare,provider :,irregular heartbeats,swelling legs,,
2250,2250.0,Myoflex,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2251,2251.0,Nalfon,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2252,2252.0,OptiFlex Complete,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2253,2253.0,Pryflex,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2254,2254.0,Relafen DS,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2255,2255.0,Relamine,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech feeling short breath stop using older adults may likely symptoms stomach bleeding,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech feeling,short breath,stop using,older adults,may likely,symptoms stomach,bleeding,,
2256,2256.0,Salonpas Pain Patch,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied menthac arthritis cream menthac arthritis cream stop using menthac arthritis cream common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied menthac,arthritis cream,menthac arthritis,cream stop,using menthac
2257,2257.0,Satogesic,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2258,2258.0,Sloan's Liniment,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2259,2259.0,Supartz FX,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2260,2260.0,tolmetin,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat irritation trolamine cream lotion used redness side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2261,2261.0,trolamine salicylate,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech swelling legs feeling short breath stop using,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech swelling,legs feeling,short breath,stop using,,,,,
2262,2262.0,Zostrix Diabetic Foot Pain,difficult breathing swelling face lips tongue throat although side effects known optiflex complete thought possibly safe taken years stop using optiflex complete call healthcare provider : irregular heartbeats swelling legs,difficult breathing,swelling face,lips tongue,throat although,side effects,known optiflex,complete thought,possibly safe,taken years,stop using,optiflex complete,call healthcare,provider :,irregular heartbeats,swelling legs
2263,2263.0,Zostrix Sports,difficult breathing swelling face lips tongue throat although side effects known thought possibly safe taken years stop using call healthcare provider : irregular heartbeats swelling legs,difficult breathing,swelling face,lips tongue,throat although,side effects,known thought,possibly safe,taken years,stop using,call healthcare,provider :,irregular heartbeats,swelling legs,,
2264,2264.0,alendronate,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs bleeding like throwing coughing blood vomit looks like coffee grounds blood urine bla,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2265,2265.0,Prolia,difficult breathing swelling face lips tongue throat although side effects known thought possibly safe taken years stop using call healthcare provider : irregular heartbeats swelling legs,difficult breathing,swelling face,lips tongue,throat although,side effects,known thought,possibly safe,taken years,stop using,call healthcare,provider :,irregular heartbeats,swelling legs,,
2266,2266.0,Fosamax,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2267,2267.0,calcium / vitamin d,difficult breathing swelling face lips tongue throat medicine stop using medicine less serious side effects may likely may none,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine less,serious side,effects may,likely may,none,,,,,
2268,2268.0,denosumab,difficulty breathing swelling face lips tongue throat wash skin get medical attention right away severe burning pain swelling blistering skin applied sloan liniment stop using sloan liniment common side effects may include pain burning sensation last several hours days especially first use topical,difficulty breathing,swelling face,lips tongue,throat wash,skin get,medical attention,right away,severe burning,pain swelling,blistering skin,applied sloan,liniment stop,using sloan,liniment common,side effects
2269,2269.0,Boniva,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common difficulty moving muscle pain stiffness pain joints less common swelling redness joints side effects may occur usually need medical attention side effects may go away treatment body adjusts medicine also health care professional may able tell ways prevent reduce side effects check health care professional fo,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,difficulty moving
2270,2270.0,Actonel,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech feeling short breath stop using,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech feeling,short breath,stop using,,,,,,
2271,2271.0,Evenity,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat irritation trolamine cream lotion used redness trolamine salicylate topical side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2272,2272.0,Forteo,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat diabetic foot pain side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2273,2273.0,Reclast,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat sports side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2274,2274.0,Evista,wheezing difficulty breathing swelling face lips tongue throat stop using,wheezing difficulty,breathing swelling,face lips,tongue throat,stop using,,,,,,,,,,
2275,2275.0,Caltrate 600+D,itching rash difficult breathing feeling light headed swelling face lips tongue throat serious infections may occur treatment call doctor right away signs infection : fever chills night sweats swelling pain tenderness warmth redness anywhere body pain burning urinate increased urgent need urinate severe stomach pain cough feeling short breath bladder infection painful difficult urination back pain muscle pain pain arms legs,itching rash,difficult breathing,feeling light,headed swelling,face lips,tongue throat,serious infections,may occur,treatment call,doctor right,away signs,infection :,fever chills,night sweats,swelling pain
2276,2276.0,Citracal + D,wheezing difficulty breathing swelling face lips tongue throat stop using heartburn upset stomach stomach pain nausea diarrhea constipation headaches bone pain muscle joint pain,wheezing difficulty,breathing swelling,face lips,tongue throat,stop using,heartburn upset,stomach stomach,pain nausea,diarrhea constipation,headaches bone,pain muscle,joint pain,,,
2277,2277.0,risedronate,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2278,2278.0,Caltrate,itching rash difficult breathing feeling light headed swelling face lips tongue throat serious infections may occur treatment call doctor right away signs infection : fever chills night sweats swelling pain tenderness warmth redness anywhere body pain burning urinate increased urgent need urinate severe stomach pain cough wheezing feeling short breath,itching rash,difficult breathing,feeling light,headed swelling,face lips,tongue throat,serious infections,may occur,treatment call,doctor right,away signs,infection :,fever chills,night sweats,swelling pain
2279,2279.0,calcium citrate,wheezing difficult breathing swelling face lips tongue throat stop using medicine heartburn stomach pain diarrhea back pain bone pain muscle joint pain pain arms legs headache fever chills tiredness flu like symptoms,wheezing difficult,breathing swelling,face lips,tongue throat,stop using,medicine heartburn,stomach pain,diarrhea back,pain bone,pain muscle,joint pain,pain arms,legs headache,fever chills,tiredness flu
2280,2280.0,ibandronate,chest pain new worsening heartburn difficulty pain swallowing pain burning ribs back severe heartburn burning pain upper stomach coughing blood new unusual pain thigh hip jaw pain numbness swelling severe joint bone muscle pain low calcium levels - muscle spasms contractions numbness tingly feeling around mouth fingers toes heartburn diarrhea indigestion stomach pain back pain joint pain muscle pain flu like symptoms,chest pain,new worsening,heartburn difficulty,pain swallowing,pain burning,ribs back,severe heartburn,burning pain,upper stomach,coughing blood,new unusual,pain thigh,hip jaw,pain numbness,swelling severe
2281,2281.0,raloxifene,chest pain pressure shortness breath feeling light headed sudden numbness weakness problems vision speech loss balance headache joint pain,chest pain,pressure shortness,breath feeling,light headed,sudden numbness,weakness problems,vision speech,loss balance,headache joint,pain,,,,,
2282,2282.0,Premarin,difficult breathing swelling face lips tongue throat nausea joint pain pain anywhere body,difficult breathing,swelling face,lips tongue,throat nausea,joint pain,pain anywhere,body,,,,,,,,
2283,2283.0,Atelvia,wheezing chest tightness trouble breathing swelling face lips tongue throat serious side effects kidneys may likely older adults trouble breathing nausea vomiting diarrhea constipation bone pain muscle joint pain fever flu symptoms tiredness eye pain swelling pain arms legs headache anemia,wheezing chest,tightness trouble,breathing swelling,face lips,tongue throat,serious side,effects kidneys,may likely,older adults,trouble breathing,nausea vomiting,diarrhea constipation,bone pain,muscle joint,pain fever
2284,2284.0,calcitonin,difficult breathing swelling face lips tongue throat stop using medicine hot flashes leg cramps swelling hands feet ankles joint pain flu symptoms increased sweating,difficult breathing,swelling face,lips tongue,throat stop,using medicine,hot flashes,leg cramps,swelling hands,feet ankles,joint pain,flu symptoms,increased sweating,,,
2285,2285.0,Zometa,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2286,2286.0,teriparatide,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2287,2287.0,zoledronic acid,chest pain new worsening heartburn difficulty pain swallowing pain burning ribs back severe heartburn burning pain upper stomach coughing blood new unusual pain thigh hip jaw pain numbness swelling severe joint bone muscle pain low calcium levels -- muscle spasms contractions numbness tingly feeling around mouth fingers toes,chest pain,new worsening,heartburn difficulty,pain swallowing,pain burning,ribs back,severe heartburn,burning pain,upper stomach,coughing blood,new unusual,pain thigh,hip jaw,pain numbness,swelling severe
2288,2288.0,alendronate / cholecalciferol,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad constipation side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2289,2289.0,Fosamax Plus D,difficulty breathing swelling face lips tongue throat calcium citrate,difficulty breathing,swelling face,lips tongue,throat calcium,citrate,,,,,,,,,,
2290,2290.0,Binosto,wheezing difficult breathing swelling face lips tongue throat stop using,wheezing difficult,breathing swelling,face lips,tongue throat,stop using,,,,,,,,,,
2291,2291.0,Miacalcin,difficult breathing swelling face lips tongue throat stop using,difficult breathing,swelling face,lips tongue,throat stop,using,,,,,,,,,,
2292,2292.0,Tymlos,difficult breathing swelling face lips tongue throat swelling hair loss numbness tingling burning pain back pain leg cramps pain bloating gas indigestion nausea vomiting stomach pain dizziness headache breast pain vaginal itching discharge changes menstrual periods breakthrough bleeding,difficult breathing,swelling face,lips tongue,throat swelling,hair loss,numbness tingling,burning pain,back pain,leg cramps,pain bloating,gas indigestion,nausea vomiting,stomach pain,dizziness headache,breast pain
2293,2293.0,Aclasta,chest pain new worsening heartburn difficulty pain swallowing pain burning ribs back severe heartburn burning pain upper stomach coughing blood new unusual pain thigh hip jaw pain numbness swelling severe joint bone muscle pain low calcium levels - muscle spasms contractions numbness tingly feeling around mouth fingers toes heartburn diarrhea indigestion stomach pain back pain joint pain muscle pain flu like symptoms,chest pain,new worsening,heartburn difficulty,pain swallowing,pain burning,ribs back,severe heartburn,burning pain,upper stomach,coughing blood,new unusual,pain thigh,hip jaw,pain numbness,swelling severe
2294,2294.0,Prempro,may increased bone pain first months treatment injection sign medication working properly difficult breathing swelling face lips tongue throat injection,may increased,bone pain,first months,treatment injection,sign medication,working properly,difficult breathing,swelling face,lips tongue,throat injection,,,,,
2295,2295.0,abaloparatide,wheezing chest tightness trouble breathing swelling face lips tongue throat serious side effects kidneys may likely older adults trouble breathing nausea vomiting diarrhea constipation bone pain muscle joint pain fever flu symptoms tiredness eye pain swelling pain arms legs headache anemia,wheezing chest,tightness trouble,breathing swelling,face lips,tongue throat,serious side,effects kidneys,may likely,older adults,trouble breathing,nausea vomiting,diarrhea constipation,bone pain,muscle joint,pain fever
2296,2296.0,Calcitrate with D,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2297,2297.0,calcium gluconate,wheezing chest tightness trouble breathing swelling face lips tongue throat zoledronic acid serious side effects kidneys may likely older adults,wheezing chest,tightness trouble,breathing swelling,face lips,tongue throat,zoledronic acid,serious side,effects kidneys,may likely,older adults,,,,,
2298,2298.0,calcium lactate,difficulty breathing swelling face lips tongue throat cholecalciferol stop using cholecalciferol,difficulty breathing,swelling face,lips tongue,throat cholecalciferol,stop using,cholecalciferol,,,,,,,,,
2299,2299.0,"calcium phosphate, tribasic",difficulty breathing swelling face lips tongue throat stop using plus mild heartburn stomach upset diarrhea gas constipation mild joint back pain headache,difficulty breathing,swelling face,lips tongue,throat stop,using plus,mild heartburn,stomach upset,diarrhea gas,constipation mild,joint back,pain headache,,,,
2300,2300.0,conjugated estrogens,wheezing difficulty breathing swelling face lips tongue throat stop using heartburn upset stomach stomach pain nausea diarrhea constipation bone pain muscle joint pain,wheezing difficulty,breathing swelling,face lips,tongue throat,stop using,heartburn upset,stomach stomach,pain nausea,diarrhea constipation,bone pain,muscle joint,pain,,,
2301,2301.0,Os-Cal Calcium+D3,fast heartbeats feeling lightheaded chest pain difficult breathing swelling face lips tongue throat bleeding nose runny stuffy nose dryness itching tenderness general discomfort nose crusting scabs sores inside nose,fast heartbeats,feeling lightheaded,chest pain,difficult breathing,swelling face,lips tongue,throat bleeding,nose runny,stuffy nose,dryness itching,tenderness general,discomfort nose,crusting scabs,sores inside,nose
2302,2302.0,bazedoxifene / conjugated estrogens,difficult breathing swelling face lips tongue throat dizziness spinning sensation headache fast heart rate nausea upper stomach pain feeling tired,difficult breathing,swelling face,lips tongue,throat dizziness,spinning sensation,headache fast,heart rate,nausea upper,stomach pain,feeling tired,,,,,
2303,2303.0,Cal-GLU,urinating less usual muscle spasms numb tingly feeling especially around mouth fever chills body aches flu symptoms pale skin easy bruising unusual weakness severe joint bone muscle pain less serious side effects,urinating less,usual muscle,spasms numb,tingly feeling,especially around,mouth fever,chills body,aches flu,symptoms pale,skin easy,bruising unusual,weakness severe,joint bone,muscle pain,less serious
2304,2304.0,Cal-Lac,difficult breathing swelling face lips tongue throat nausea gas stomach pain headache back pain depression weakness breast pain itching thinning scalp hair vaginal itching discharge changes menstrual periods breakthrough bleeding,difficult breathing,swelling face,lips tongue,throat nausea,gas stomach,pain headache,back pain,depression weakness,breast pain,itching thinning,scalp hair,vaginal itching,discharge changes,menstrual periods,breakthrough bleeding
2305,2305.0,Calcitrate,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2306,2306.0,conjugated estrogens / medroxyprogesterone,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
2307,2307.0,Duavee,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs high calcium levels like weakness confusion feeling tired headache upset stomach thro,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2308,2308.0,esterified estrogens,difficult breathing swelling face lips tongue throat calcium lactate stop using calcium lactate,difficult breathing,swelling face,lips tongue,throat calcium,lactate stop,using calcium,lactate,,,,,,,,
2309,2309.0,estropipate,difficult breathing swelling face lips tongue throat calcium phosphate stop using calcium phosphate nausea stomach bloating constipation gas,difficult breathing,swelling face,lips tongue,throat calcium,phosphate stop,using calcium,phosphate nausea,stomach bloating,constipation gas,,,,,,
2310,2310.0,Menest,difficult breathing swelling face lips tongue throat conjugated estrogens,difficult breathing,swelling face,lips tongue,throat conjugated,estrogens,,,,,,,,,,
2311,2311.0,Ogen,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad constipation os cal calcium d3 side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2312,2312.0,Os-Cal 500 Chewable,difficult breathing swelling face lips tongue throat bazedoxifene conjugated estrogens,difficult breathing,swelling face,lips tongue,throat bazedoxifene,conjugated estrogens,,,,,,,,,,
2313,2313.0,Os-Cal Extra D3,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs high calcium levels like weakness confusion feeling tired headache upset stomach thro,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2314,2314.0,Oystercal-D,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat bad constipation upset stomach throwing feeling confused cal lac side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2315,2315.0,Posture,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs high calcium levels like weakness confusion feeling tired headache upset stomach thro,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
2316,2316.0,Premarin Intravenous,difficult breathing swelling face lips tongue throat conjugated estrogens medroxyprogesterone,difficult breathing,swelling face,lips tongue,throat conjugated,estrogens medroxyprogesterone,,,,,,,,,,
